"Member.ID","CrossBetweenness","Start.Date","End.Date","Full.Name","RT.Affiliation"
"MEM0565",0,1950-01-01,1950-12-31,"Zbigniew Janowicz","Expert"
"MEM0431",0,1950-01-01,1950-12-31,"Mieczysław Serwiński","Government"
"MEM0068",0,1951-01-01,1951-12-31,"Jerzy Grzywacz","Expert"
"MEM0019",31.5,1951-01-01,1951-12-31,"Stefan Bratkowski","Opposition"
"MEM0048",0,1951-01-01,1951-12-31,"Dariusz Fikus","Opposition"
"MEM0053",42.2523809523809,1951-01-01,1951-12-31,"Bronisław Geremek","Opposition"
"MEM0140",0,1951-01-01,1951-12-31,"Jan Olszewski","Opposition"
"MEM0156",0,1951-01-01,1951-12-31,"Jerzy Regulski","Opposition"
"MEM0165",0,1951-01-01,1951-12-31,"Henryk Rutkowski","Opposition"
"MEM0188",0,1951-01-01,1951-12-31,"Adam Strzembosz","Opposition"
"MEM0220",165,1951-01-01,1951-12-31,"Jacek Woźniakowski","Opposition"
"MEM0225",0,1951-01-01,1951-12-31,"Janina Zakrzewska","Opposition"
"MEM0226",0,1951-01-01,1951-12-31,"Jan Zalewski","Opposition"
"MEM0008",0,1951-01-01,1951-12-31,"Janusz Beksiak","Opposition"
"MEM0112",0,1951-01-01,1951-12-31,"Zofia Kuratowska","Opposition"
"MEM0125",0,1951-01-01,1951-12-31,"Tadeusz Mazowiecki","Opposition"
"MEM0168",0,1951-01-01,1951-12-31,"Henryk Samsonowicz","Opposition"
"MEM0158",0,1951-01-01,1951-12-31,"Ryszard Reiff","Opposition"
"MEM0038",0,1951-01-01,1951-12-31,"Wladysław Dobrowolski","Expert"
"MEM0044",43.8619047619048,1951-01-01,1951-12-31,"Kazimierz Dziewanowski","Opposition"
"MEM0187",0,1951-01-01,1951-12-31,"Stanisław Stomma","Opposition"
"MEM0190",0,1951-01-01,1951-12-31,"Klemens Szaniawski","Opposition"
"MEM0192",0,1951-01-01,1951-12-31,"Jan Józef Szczepański","Opposition"
"MEM0210",0,1951-01-01,1951-12-31,"Zofia Wasikowska","Opposition"
"MEM0114",0,1951-01-01,1951-12-31,"Jacek Kuroń","Opposition"
"MEM0206",0,1951-01-01,1951-12-31,"Jerzy Turowicz","Opposition"
"MEM0214",0,1951-01-01,1951-12-31,"Andrzej Wielowieyski","Opposition"
"MEM0163",0,1951-01-01,1951-12-31,"Jan Rosner","Opposition"
"MEM0073",0,1951-01-01,1951-12-31,"Maciej Tadeusz Iłowiecki","Opposition"
"MEM0543",13.0690476190476,1951-01-01,1951-12-31,"Julian Bartosz","Government"
"MEM0469",32.7722222222222,1951-01-01,1951-12-31,"Jan Baszkiewicz","Government"
"MEM0369",0,1951-01-01,1951-12-31,"Artur Bęben","Government"
"MEM0391",0,1951-01-01,1951-12-31,"Klemens Białecki","Government"
"MEM0471",0,1951-01-01,1951-12-31,"Artur Bodnar","Government"
"MEM0505",20,1951-01-01,1951-12-31,"Kazimierz Buchała","Government"
"MEM0451",0,1951-01-01,1951-12-31,"Adam Czarnecki","Government"
"MEM0508",45.3543650793651,1951-01-01,1951-12-31,"Lucjan Czubiński","Government"
"MEM0546",1.33333333333333,1951-01-01,1951-12-31,"Andrzej Dobrzyński","Government"
"MEM0373",0,1951-01-01,1951-12-31,"Gerard Gabryś","Government"
"MEM0476",43.1876984126984,1951-01-01,1951-12-31,"Stanisław Gebethner","Government"
"MEM0334",131.488888888889,1951-01-01,1951-12-31,"Leszek Gilejko","Government"
"MEM0541",0,1951-01-01,1951-12-31,"Jerzy Janicki","Government"
"MEM0301",0,1951-01-01,1951-12-31,"Jan Kaczmarek","Government"
"MEM0303",0,1951-01-01,1951-12-31,"Józef Kaleta","Government"
"MEM0304",0,1951-01-01,1951-12-31,"Jan Kołodziejczak","Government"
"MEM0360",0,1951-01-01,1951-12-31,"Wacław Kulczyński","Government"
"MEM0554",13.0690476190476,1951-01-01,1951-12-31,"Włodzimierz Łoziński","Government"
"MEM0279",0,1951-01-01,1951-12-31,"Maria Matey-Tyrowicz","Government"
"MEM0481",0,1951-01-01,1951-12-31,"Kazimierz Orzechowski","Government"
"MEM0281",0,1951-01-01,1951-12-31,"Włodzimierz Piotrowski","Government"
"MEM0249",0,1951-01-01,1951-12-31,"Anna Przecławska","Government"
"MEM0312",0,1951-01-01,1951-12-31,"Antoni Rajkiewicz","Government"
"MEM0482",20,1951-01-01,1951-12-31,"Janusz Reykowski","Government"
"MEM0446",0,1951-01-01,1951-12-31,"Kazimierz Siarkewicz","Government"
"MEM0526",43.1876984126984,1951-01-01,1951-12-31,"Wojciech Sokolewicz","Government"
"MEM0535",0,1951-01-01,1951-12-31,"Stanisław Stolz","Government"
"MEM0413",228,1951-01-01,1951-12-31,"Jerzy Surman","Government"
"MEM0485",79.3916666666668,1951-01-01,1951-12-31,"Jerzy Wiatr","Government"
"MEM0318",0,1951-01-01,1951-12-31,"Mieczysław Wilczek","Government"
"MEM0416",0,1951-01-01,1951-12-31,"Marian Wojciechowski","Government"
"MEM0468",65.1,1951-01-01,1951-12-31,"Andrzej Wojtczak","Government"
"MEM0487",126.163492063492,1951-01-01,1951-12-31,"Sylwester Zawadzki","Government"
"MEM0521",81.8916666666669,1951-01-01,1951-12-31,"Jerzy Bafia","Government"
"MEM0236",0,1951-01-01,1951-12-31,"Aleksander Gieysztor","Government"
"MEM0372",0,1951-01-01,1951-12-31,"Marian Gustek","Government"
"MEM0510",0,1951-01-01,1951-12-31,"Zenon Jankowski","Government"
"MEM0242",0,1951-01-01,1951-12-31,"Mikołaj Kozakiewicz","Government"
"MEM0309",13.6111111111111,1951-01-01,1951-12-31,"Józef Okuniewski","Government"
"MEM0286",0,1951-01-01,1951-12-31,"Wacław Rukat","Government"
"MEM0254",25.3916666666666,1951-01-01,1951-12-31,"Romuald Sosnowski","Government"
"MEM0255",0,1951-01-01,1951-12-31,"Stanisław Wiśniewski","Government"
"MEM0537",25.3916666666666,1951-01-01,1951-12-31,"Stanisław Zajfert","Government"
"MEM0545",1.61111111111111,1951-01-01,1951-12-31,"Jan Brodzki","Government"
"MEM0291",0,1951-01-01,1951-12-31,"Zbigniew Jagodziński","Government"
"MEM0434",0,1951-01-01,1951-12-31,"Barbara Wolnicka-Szałek","Government"
"MEM0240",0.361111111111111,1951-01-01,1951-12-31,"Czesław Kiszczak","Government"
"MEM0305",0,1951-01-01,1951-12-31,"Wincenty Lewandowski","Government"
"MEM0313",0.722222222222222,1951-01-01,1951-12-31,"Zdzisław Sadowski","Government"
"MEM0378",20,1951-01-01,1951-12-31,"Wacław Kociela","Government"
"MEM0340",0,1951-01-01,1951-12-31,"Tadeusz Nestorowicz","Government"
"MEM0417",0,1951-01-01,1951-12-31,"Adam Andrzejewski","Government"
"MEM0477",25.3916666666666,1951-01-01,1951-12-31,"Mariusz Gulczyński","Government"
"MEM0403",0,1951-01-01,1951-12-31,"Czesław Królikowski","Government"
"MEM0426",0,1951-01-01,1951-12-31,"Roman Nowicki","Government"
"MEM0247",0,1951-01-01,1951-12-31,"Alfred Miodowicz","Government"
"MEM0251",0,1951-01-01,1951-12-31,"Jan Rychlewski","Government"
"MEM0560",85.2595238095239,1951-01-01,1951-12-31,"Krzysztof Teodor Toeplitz","Government"
"MEM0567",0,1951-01-01,1951-12-31,"Tomasz Dybowski","Expert"
"MEM0336",0,1951-01-01,1951-12-31,"Władysław Kawecki","Government"
"MEM0479",0,1951-01-01,1951-12-31,"Heironim Kubiak","Government"
"MEM0561",13.9142857142857,1951-01-01,1951-12-31,"Jerzy Urban","Government"
"MEM0138",0,1951-01-01,1951-12-31,"Róża Nowotna-Walcowa","Opposition"
"MEM0474",0,1951-01-01,1951-12-31,"Zbigniew Czajkowski","Government"
"MEM0418",0,1951-01-01,1951-12-31,"Jan Bielak","Government"
"MEM0525",0.722222222222222,1951-01-01,1951-12-31,"Kazimierz Secomski","Government"
"MEM0359",0,1951-01-01,1951-12-31,"Jan Juda","Government"
"MEM0516",0,1951-01-01,1951-12-31,"Romuald Soroko","Government"
"MEM0565",0,1951-01-01,1951-12-31,"Zbigniew Janowicz","Expert"
"MEM0431",0,1951-01-01,1951-12-31,"Mieczysław Serwiński","Government"
"MEM0068",0,1952-01-01,1952-12-31,"Jerzy Grzywacz","Expert"
"MEM0229",0,1952-01-01,1952-12-31,"Andrzej Ziabicki","Expert"
"MEM0019",38.5,1952-01-01,1952-12-31,"Stefan Bratkowski","Opposition"
"MEM0048",0,1952-01-01,1952-12-31,"Dariusz Fikus","Opposition"
"MEM0053",17.0115829346093,1952-01-01,1952-12-31,"Bronisław Geremek","Opposition"
"MEM0085",0,1952-01-01,1952-12-31,"Mieczysław Kaczanowski","Opposition"
"MEM0114",68.4494333538841,1952-01-01,1952-12-31,"Jacek Kuroń","Opposition"
"MEM0140",0,1952-01-01,1952-12-31,"Jan Olszewski","Opposition"
"MEM0156",0,1952-01-01,1952-12-31,"Jerzy Regulski","Opposition"
"MEM0165",0,1952-01-01,1952-12-31,"Henryk Rutkowski","Opposition"
"MEM0188",0,1952-01-01,1952-12-31,"Adam Strzembosz","Opposition"
"MEM0225",0,1952-01-01,1952-12-31,"Janina Zakrzewska","Opposition"
"MEM0226",0,1952-01-01,1952-12-31,"Jan Zalewski","Opposition"
"MEM0047",0,1952-01-01,1952-12-31,"Wanda Falkowska-Szymańska","Expert"
"MEM0008",0,1952-01-01,1952-12-31,"Janusz Beksiak","Opposition"
"MEM0112",0,1952-01-01,1952-12-31,"Zofia Kuratowska","Opposition"
"MEM0168",0,1952-01-01,1952-12-31,"Henryk Samsonowicz","Opposition"
"MEM0125",0,1952-01-01,1952-12-31,"Tadeusz Mazowiecki","Opposition"
"MEM0158",0,1952-01-01,1952-12-31,"Ryszard Reiff","Opposition"
"MEM0044",48.2860078002494,1952-01-01,1952-12-31,"Kazimierz Dziewanowski","Opposition"
"MEM0187",0,1952-01-01,1952-12-31,"Stanisław Stomma","Opposition"
"MEM0190",0,1952-01-01,1952-12-31,"Klemens Szaniawski","Opposition"
"MEM0192",0,1952-01-01,1952-12-31,"Jan Józef Szczepański","Opposition"
"MEM0210",63.0000000000003,1952-01-01,1952-12-31,"Zofia Wasikowska","Opposition"
"MEM0206",0,1952-01-01,1952-12-31,"Jerzy Turowicz","Opposition"
"MEM0214",0,1952-01-01,1952-12-31,"Andrzej Wielowieyski","Opposition"
"MEM0163",0,1952-01-01,1952-12-31,"Jan Rosner","Opposition"
"MEM0146",0,1952-01-01,1952-12-31,"Edmund Jan Osmańczych","Opposition"
"MEM0073",0,1952-01-01,1952-12-31,"Maciej Tadeusz Iłowiecki","Opposition"
"MEM0504",0,1952-01-01,1952-12-31,"Łukasz Balcer","Government"
"MEM0543",13.8569960998753,1952-01-01,1952-12-31,"Julian Bartosz","Government"
"MEM0469",30.0274854359606,1952-01-01,1952-12-31,"Jan Baszkiewicz","Government"
"MEM0369",0,1952-01-01,1952-12-31,"Artur Bęben","Government"
"MEM0391",0,1952-01-01,1952-12-31,"Klemens Białecki","Government"
"MEM0471",0,1952-01-01,1952-12-31,"Artur Bodnar","Government"
"MEM0261",0,1952-01-01,1952-12-31,"Jan Brol","Government"
"MEM0505",18,1952-01-01,1952-12-31,"Kazimierz Buchała","Government"
"MEM0450",0,1952-01-01,1952-12-31,"Mirosław Cybulko","Government"
"MEM0451",0,1952-01-01,1952-12-31,"Adam Czarnecki","Government"
"MEM0546",1,1952-01-01,1952-12-31,"Andrzej Dobrzyński","Government"
"MEM0373",0,1952-01-01,1952-12-31,"Gerard Gabryś","Government"
"MEM0476",55.5706054910004,1952-01-01,1952-12-31,"Stanisław Gebethner","Government"
"MEM0334",98.4125,1952-01-01,1952-12-31,"Leszek Gilejko","Government"
"MEM0477",68.4494333538841,1952-01-01,1952-12-31,"Mariusz Gulczyński","Government"
"MEM0541",0,1952-01-01,1952-12-31,"Jerzy Janicki","Government"
"MEM0511",0,1952-01-01,1952-12-31,"Marcin Jełowicki","Government"
"MEM0375",0,1952-01-01,1952-12-31,"Mieczysław Kaczmarczyk","Government"
"MEM0303",0,1952-01-01,1952-12-31,"Józef Kaleta","Government"
"MEM0304",0,1952-01-01,1952-12-31,"Jan Kołodziejczak","Government"
"MEM0351",0,1952-01-01,1952-12-31,"Jerzy Kołodziejski","Government"
"MEM0403",0,1952-01-01,1952-12-31,"Czesław Królikowski","Government"
"MEM0360",0,1952-01-01,1952-12-31,"Wacław Kulczyński","Government"
"MEM0554",13.8569960998753,1952-01-01,1952-12-31,"Włodzimierz Łoziński","Government"
"MEM0279",0,1952-01-01,1952-12-31,"Maria Matey-Tyrowicz","Government"
"MEM0247",0,1952-01-01,1952-12-31,"Alfred Miodowicz","Government"
"MEM0481",0,1952-01-01,1952-12-31,"Kazimierz Orzechowski","Government"
"MEM0281",0,1952-01-01,1952-12-31,"Włodzimierz Piotrowski","Government"
"MEM0482",0,1952-01-01,1952-12-31,"Janusz Reykowski","Government"
"MEM0446",0,1952-01-01,1952-12-31,"Kazimierz Siarkewicz","Government"
"MEM0526",73.5706054910005,1952-01-01,1952-12-31,"Wojciech Sokolewicz","Government"
"MEM0535",0,1952-01-01,1952-12-31,"Stanisław Stolz","Government"
"MEM0413",77.9999999999999,1952-01-01,1952-12-31,"Jerzy Surman","Government"
"MEM0485",88.0038392550003,1952-01-01,1952-12-31,"Jerzy Wiatr","Government"
"MEM0318",0,1952-01-01,1952-12-31,"Mieczysław Wilczek","Government"
"MEM0416",0,1952-01-01,1952-12-31,"Marian Wojciechowski","Government"
"MEM0468",44.4375,1952-01-01,1952-12-31,"Andrzej Wojtczak","Government"
"MEM0487",30.0274854359606,1952-01-01,1952-12-31,"Sylwester Zawadzki","Government"
"MEM0521",94.5038392550002,1952-01-01,1952-12-31,"Jerzy Bafia","Government"
"MEM0236",0,1952-01-01,1952-12-31,"Aleksander Gieysztor","Government"
"MEM0322",0,1952-01-01,1952-12-31,"Krzysztof Gozdek","Government"
"MEM0372",0,1952-01-01,1952-12-31,"Marian Gustek","Government"
"MEM0510",0,1952-01-01,1952-12-31,"Zenon Jankowski","Government"
"MEM0240",2.85,1952-01-01,1952-12-31,"Czesław Kiszczak","Government"
"MEM0242",0,1952-01-01,1952-12-31,"Mikołaj Kozakiewicz","Government"
"MEM0309",18.15,1952-01-01,1952-12-31,"Józef Okuniewski","Government"
"MEM0254",26.0038392550002,1952-01-01,1952-12-31,"Romuald Sosnowski","Government"
"MEM0545",1.76023391812865,1952-01-01,1952-12-31,"Jan Brodzki","Government"
"MEM0508",112.955653505421,1952-01-01,1952-12-31,"Lucjan Czubiński","Government"
"MEM0291",26.0038392550002,1952-01-01,1952-12-31,"Zbigniew Jagodziński","Government"
"MEM0336",0,1952-01-01,1952-12-31,"Władysław Kawecki","Government"
"MEM0426",0,1952-01-01,1952-12-31,"Roman Nowicki","Government"
"MEM0312",0,1952-01-01,1952-12-31,"Antoni Rajkiewicz","Government"
"MEM0286",0,1952-01-01,1952-12-31,"Wacław Rukat","Government"
"MEM0255",0,1952-01-01,1952-12-31,"Stanisław Wiśniewski","Government"
"MEM0434",0,1952-01-01,1952-12-31,"Barbara Wolnicka-Szałek","Government"
"MEM0537",2.85,1952-01-01,1952-12-31,"Stanisław Zajfert","Government"
"MEM0305",0,1952-01-01,1952-12-31,"Wincenty Lewandowski","Government"
"MEM0313",0.929166666666667,1952-01-01,1952-12-31,"Zdzisław Sadowski","Government"
"MEM0378",18,1952-01-01,1952-12-31,"Wacław Kociela","Government"
"MEM0549",0,1952-01-01,1952-12-31,"Zygmunt Kałużyński","Government"
"MEM0340",0,1952-01-01,1952-12-31,"Tadeusz Nestorowicz","Government"
"MEM0417",0,1952-01-01,1952-12-31,"Adam Andrzejewski","Government"
"MEM0311",0,1952-01-01,1952-12-31,"Kazimierz Olesiak","Government"
"MEM0348",0,1952-01-01,1952-12-31,"Jan Padlewski","Government"
"MEM0251",0,1952-01-01,1952-12-31,"Jan Rychlewski","Government"
"MEM0517",0,1952-01-01,1952-12-31,"Hipolit Starzak","Government"
"MEM0483",0,1952-01-01,1952-12-31,"Karol Szyndzielorz","Government"
"MEM0257",0,1952-01-01,1952-12-31,"Edward Zgłobicki","Government"
"MEM0523",0,1952-01-01,1952-12-31,"Józef Musioł","Government"
"MEM0560",52.7024920255184,1952-01-01,1952-12-31,"Krzysztof Teodor Toeplitz","Government"
"MEM0479",0,1952-01-01,1952-12-31,"Heironim Kubiak","Government"
"MEM0567",0,1952-01-01,1952-12-31,"Tomasz Dybowski","Expert"
"MEM0359",0,1952-01-01,1952-12-31,"Jan Juda","Government"
"MEM0561",16.9012987012987,1952-01-01,1952-12-31,"Jerzy Urban","Government"
"MEM0138",0,1952-01-01,1952-12-31,"Róża Nowotna-Walcowa","Opposition"
"MEM0248",0,1952-01-01,1952-12-31,"Kazimierz Morawski","Government"
"MEM0474",0,1952-01-01,1952-12-31,"Zbigniew Czajkowski","Government"
"MEM0220",0,1952-01-01,1952-12-31,"Jacek Woźniakowski","Opposition"
"MEM0418",0,1952-01-01,1952-12-31,"Jan Bielak","Government"
"MEM0565",0,1952-01-01,1952-12-31,"Zbigniew Janowicz","Expert"
"MEM0525",0.929166666666667,1952-01-01,1952-12-31,"Kazimierz Secomski","Government"
"MEM0516",0,1952-01-01,1952-12-31,"Romuald Soroko","Government"
"MEM0407",0,1952-01-01,1952-12-31,"Roman Ney","Government"
"MEM0423",0,1952-01-01,1952-12-31,"Lucjan Mieczkowski","Government"
"MEM0431",0,1952-01-01,1952-12-31,"Mieczysław Serwiński","Government"
"MEM0068",0,1953-01-01,1953-12-31,"Jerzy Grzywacz","Expert"
"MEM0229",0,1953-01-01,1953-12-31,"Andrzej Ziabicki","Expert"
"MEM0008",0,1953-01-01,1953-12-31,"Janusz Beksiak","Opposition"
"MEM0019",11.108064516129,1953-01-01,1953-12-31,"Stefan Bratkowski","Opposition"
"MEM0042",0,1953-01-01,1953-12-31,"Roman Duda","Opposition"
"MEM0048",0,1953-01-01,1953-12-31,"Dariusz Fikus","Opposition"
"MEM0053",13.8540868582464,1953-01-01,1953-12-31,"Bronisław Geremek","Opposition"
"MEM0073",0,1953-01-01,1953-12-31,"Maciej Tadeusz Iłowiecki","Opposition"
"MEM0085",0,1953-01-01,1953-12-31,"Mieczysław Kaczanowski","Opposition"
"MEM0101",0,1953-01-01,1953-12-31,"Krzysztof Kozłowski","Opposition"
"MEM0114",40.5625177312785,1953-01-01,1953-12-31,"Jacek Kuroń","Opposition"
"MEM0140",0,1953-01-01,1953-12-31,"Jan Olszewski","Opposition"
"MEM0188",8.11495726495727,1953-01-01,1953-12-31,"Adam Strzembosz","Opposition"
"MEM0225",0,1953-01-01,1953-12-31,"Janina Zakrzewska","Opposition"
"MEM0226",0,1953-01-01,1953-12-31,"Jan Zalewski","Opposition"
"MEM0112",0,1953-01-01,1953-12-31,"Zofia Kuratowska","Opposition"
"MEM0168",0,1953-01-01,1953-12-31,"Henryk Samsonowicz","Opposition"
"MEM0220",15,1953-01-01,1953-12-31,"Jacek Woźniakowski","Opposition"
"MEM0158",3,1953-01-01,1953-12-31,"Ryszard Reiff","Opposition"
"MEM0044",45.1678571428571,1953-01-01,1953-12-31,"Kazimierz Dziewanowski","Opposition"
"MEM0125",0,1953-01-01,1953-12-31,"Tadeusz Mazowiecki","Opposition"
"MEM0187",0,1953-01-01,1953-12-31,"Stanisław Stomma","Opposition"
"MEM0190",0,1953-01-01,1953-12-31,"Klemens Szaniawski","Opposition"
"MEM0192",0,1953-01-01,1953-12-31,"Jan Józef Szczepański","Opposition"
"MEM0210",27.6071428571429,1953-01-01,1953-12-31,"Zofia Wasikowska","Opposition"
"MEM0206",0,1953-01-01,1953-12-31,"Jerzy Turowicz","Opposition"
"MEM0163",0,1953-01-01,1953-12-31,"Jan Rosner","Opposition"
"MEM0146",0.1,1953-01-01,1953-12-31,"Edmund Jan Osmańczych","Opposition"
"MEM0504",0,1953-01-01,1953-12-31,"Łukasz Balcer","Government"
"MEM0543",35.5289904539905,1953-01-01,1953-12-31,"Julian Bartosz","Government"
"MEM0469",37.2426675427949,1953-01-01,1953-12-31,"Jan Baszkiewicz","Government"
"MEM0369",0,1953-01-01,1953-12-31,"Artur Bęben","Government"
"MEM0391",11.7464757464758,1953-01-01,1953-12-31,"Klemens Białecki","Government"
"MEM0471",0,1953-01-01,1953-12-31,"Artur Bodnar","Government"
"MEM0261",0,1953-01-01,1953-12-31,"Jan Brol","Government"
