"Member.ID","CrossBetweenness","Start.Date","End.Date","Full.Name","RT.Affiliation"
"MEM0312",2,1945-07-01,1945-07-31,"Antoni Rajkiewicz","Government"
"MEM0403",0,1945-07-01,1945-07-31,"Czesław Królikowski","Government"
"MEM0505",0,1945-07-01,1945-07-31,"Kazimierz Buchała","Government"
"MEM0254",0,1945-07-01,1945-07-31,"Romuald Sosnowski","Government"
"MEM0230",0,1945-07-01,1945-07-31,"Tadeusz Zieliński","Opposition"
"MEM0526",6,1945-07-01,1945-07-31,"Wojciech Sokolewicz","Government"
"MEM0431",0,1945-07-01,1945-07-31,"Mieczysław Serwiński","Government"
"MEM0179",0,1945-08-01,1945-08-31,"Adam Stanowski","Opposition"
"MEM0214",6,1945-08-01,1945-08-31,"Andrzej Wielowieyski","Opposition"
"MEM0068",0,1945-08-01,1945-08-31,"Jerzy Grzywacz","Expert"
"MEM0158",0,1945-08-01,1945-08-31,"Ryszard Reiff","Opposition"
"MEM0190",0,1945-08-01,1945-08-31,"Klemens Szaniawski","Opposition"
"MEM0146",0,1945-08-01,1945-08-31,"Edmund Jan Osmańczych","Opposition"
"MEM0229",0,1945-08-01,1945-08-31,"Andrzej Ziabicki","Expert"
"MEM0336",0,1945-08-01,1945-08-31,"Władysław Kawecki","Government"
"MEM0240",0,1945-08-01,1945-08-31,"Czesław Kiszczak","Government"
"MEM0363",0,1945-08-01,1945-08-31,"Michał Markowicz","Government"
"MEM0312",2,1945-08-01,1945-08-31,"Antoni Rajkiewicz","Government"
"MEM0403",0,1945-08-01,1945-08-31,"Czesław Królikowski","Government"
"MEM0505",0,1945-08-01,1945-08-31,"Kazimierz Buchała","Government"
"MEM0254",0,1945-08-01,1945-08-31,"Romuald Sosnowski","Government"
"MEM0230",0,1945-08-01,1945-08-31,"Tadeusz Zieliński","Opposition"
"MEM0526",6,1945-08-01,1945-08-31,"Wojciech Sokolewicz","Government"
"MEM0431",0,1945-08-01,1945-08-31,"Mieczysław Serwiński","Government"
"MEM0135",0,1945-09-01,1945-09-30,"Jan Mujżel","Opposition"
"MEM0214",14,1945-09-01,1945-09-30,"Andrzej Wielowieyski","Opposition"
"MEM0230",0,1945-09-01,1945-09-30,"Tadeusz Zieliński","Opposition"
"MEM0038",0,1945-09-01,1945-09-30,"Wladysław Dobrowolski","Expert"
"MEM0068",0,1945-09-01,1945-09-30,"Jerzy Grzywacz","Expert"
"MEM0158",0,1945-09-01,1945-09-30,"Ryszard Reiff","Opposition"
"MEM0164",0,1945-09-01,1945-09-30,"Andrzej Rozmarynowicz","Opposition"
"MEM0210",0,1945-09-01,1945-09-30,"Zofia Wasikowska","Opposition"
"MEM0229",0,1945-09-01,1945-09-30,"Andrzej Ziabicki","Expert"
"MEM0336",0,1945-09-01,1945-09-30,"Władysław Kawecki","Government"
"MEM0240",0,1945-09-01,1945-09-30,"Czesław Kiszczak","Government"
"MEM0363",0,1945-09-01,1945-09-30,"Michał Markowicz","Government"
"MEM0312",3,1945-09-01,1945-09-30,"Antoni Rajkiewicz","Government"
"MEM0416",0,1945-09-01,1945-09-30,"Marian Wojciechowski","Government"
"MEM0403",0,1945-09-01,1945-09-30,"Czesław Królikowski","Government"
"MEM0505",0,1945-09-01,1945-09-30,"Kazimierz Buchała","Government"
"MEM0254",0,1945-09-01,1945-09-30,"Romuald Sosnowski","Government"
"MEM0525",0,1945-09-01,1945-09-30,"Kazimierz Secomski","Government"
"MEM0567",0,1945-09-01,1945-09-30,"Tomasz Dybowski","Expert"
"MEM0526",12,1945-09-01,1945-09-30,"Wojciech Sokolewicz","Government"
"MEM0541",0,1945-09-01,1945-09-30,"Jerzy Janicki","Government"
"MEM0179",0,1945-09-01,1945-09-30,"Adam Stanowski","Opposition"
"MEM0570",0,1945-09-01,1945-09-30,"Jan Rogala","Expert"
"MEM0431",0,1945-09-01,1945-09-30,"Mieczysław Serwiński","Government"
"MEM0565",0,1945-09-01,1945-09-30,"Zbigniew Janowicz","Expert"
"MEM0135",0,1945-10-01,1945-10-31,"Jan Mujżel","Opposition"
"MEM0214",14,1945-10-01,1945-10-31,"Andrzej Wielowieyski","Opposition"
"MEM0230",0,1945-10-01,1945-10-31,"Tadeusz Zieliński","Opposition"
"MEM0038",0,1945-10-01,1945-10-31,"Wladysław Dobrowolski","Expert"
"MEM0068",0,1945-10-01,1945-10-31,"Jerzy Grzywacz","Expert"
"MEM0164",0,1945-10-01,1945-10-31,"Andrzej Rozmarynowicz","Opposition"
"MEM0210",0,1945-10-01,1945-10-31,"Zofia Wasikowska","Opposition"
"MEM0229",0,1945-10-01,1945-10-31,"Andrzej Ziabicki","Expert"
"MEM0240",0,1945-10-01,1945-10-31,"Czesław Kiszczak","Government"
"MEM0363",0,1945-10-01,1945-10-31,"Michał Markowicz","Government"
"MEM0312",3,1945-10-01,1945-10-31,"Antoni Rajkiewicz","Government"
"MEM0416",0,1945-10-01,1945-10-31,"Marian Wojciechowski","Government"
"MEM0403",0,1945-10-01,1945-10-31,"Czesław Królikowski","Government"
"MEM0505",0,1945-10-01,1945-10-31,"Kazimierz Buchała","Government"
"MEM0254",0,1945-10-01,1945-10-31,"Romuald Sosnowski","Government"
"MEM0525",0,1945-10-01,1945-10-31,"Kazimierz Secomski","Government"
"MEM0567",0,1945-10-01,1945-10-31,"Tomasz Dybowski","Expert"
"MEM0526",12,1945-10-01,1945-10-31,"Wojciech Sokolewicz","Government"
"MEM0541",0,1945-10-01,1945-10-31,"Jerzy Janicki","Government"
"MEM0570",0,1945-10-01,1945-10-31,"Jan Rogala","Expert"
"MEM0565",0,1945-10-01,1945-10-31,"Zbigniew Janowicz","Expert"
"MEM0135",0,1945-11-01,1945-11-30,"Jan Mujżel","Opposition"
"MEM0214",14,1945-11-01,1945-11-30,"Andrzej Wielowieyski","Opposition"
"MEM0230",0,1945-11-01,1945-11-30,"Tadeusz Zieliński","Opposition"
"MEM0038",0,1945-11-01,1945-11-30,"Wladysław Dobrowolski","Expert"
"MEM0068",0,1945-11-01,1945-11-30,"Jerzy Grzywacz","Expert"
"MEM0164",0,1945-11-01,1945-11-30,"Andrzej Rozmarynowicz","Opposition"
"MEM0210",0,1945-11-01,1945-11-30,"Zofia Wasikowska","Opposition"
"MEM0229",0,1945-11-01,1945-11-30,"Andrzej Ziabicki","Expert"
"MEM0240",0,1945-11-01,1945-11-30,"Czesław Kiszczak","Government"
"MEM0363",0,1945-11-01,1945-11-30,"Michał Markowicz","Government"
"MEM0312",3,1945-11-01,1945-11-30,"Antoni Rajkiewicz","Government"
"MEM0416",0,1945-11-01,1945-11-30,"Marian Wojciechowski","Government"
"MEM0403",0,1945-11-01,1945-11-30,"Czesław Królikowski","Government"
"MEM0505",0,1945-11-01,1945-11-30,"Kazimierz Buchała","Government"
"MEM0254",0,1945-11-01,1945-11-30,"Romuald Sosnowski","Government"
"MEM0525",0,1945-11-01,1945-11-30,"Kazimierz Secomski","Government"
"MEM0567",0,1945-11-01,1945-11-30,"Tomasz Dybowski","Expert"
"MEM0526",12,1945-11-01,1945-11-30,"Wojciech Sokolewicz","Government"
"MEM0541",0,1945-11-01,1945-11-30,"Jerzy Janicki","Government"
"MEM0570",0,1945-11-01,1945-11-30,"Jan Rogala","Expert"
"MEM0565",0,1945-11-01,1945-11-30,"Zbigniew Janowicz","Expert"
"MEM0135",0,1945-12-01,1945-12-31,"Jan Mujżel","Opposition"
"MEM0214",14,1945-12-01,1945-12-31,"Andrzej Wielowieyski","Opposition"
"MEM0230",0,1945-12-01,1945-12-31,"Tadeusz Zieliński","Opposition"
"MEM0038",0,1945-12-01,1945-12-31,"Wladysław Dobrowolski","Expert"
"MEM0068",0,1945-12-01,1945-12-31,"Jerzy Grzywacz","Expert"
"MEM0164",0,1945-12-01,1945-12-31,"Andrzej Rozmarynowicz","Opposition"
"MEM0210",0,1945-12-01,1945-12-31,"Zofia Wasikowska","Opposition"
"MEM0229",0,1945-12-01,1945-12-31,"Andrzej Ziabicki","Expert"
"MEM0363",0,1945-12-01,1945-12-31,"Michał Markowicz","Government"
"MEM0312",3,1945-12-01,1945-12-31,"Antoni Rajkiewicz","Government"
"MEM0416",0,1945-12-01,1945-12-31,"Marian Wojciechowski","Government"
"MEM0240",0,1945-12-01,1945-12-31,"Czesław Kiszczak","Government"
"MEM0403",0,1945-12-01,1945-12-31,"Czesław Królikowski","Government"
"MEM0505",0,1945-12-01,1945-12-31,"Kazimierz Buchała","Government"
"MEM0254",0,1945-12-01,1945-12-31,"Romuald Sosnowski","Government"
"MEM0525",0,1945-12-01,1945-12-31,"Kazimierz Secomski","Government"
"MEM0567",0,1945-12-01,1945-12-31,"Tomasz Dybowski","Expert"
"MEM0526",12,1945-12-01,1945-12-31,"Wojciech Sokolewicz","Government"
"MEM0541",0,1945-12-01,1945-12-31,"Jerzy Janicki","Government"
"MEM0570",0,1945-12-01,1945-12-31,"Jan Rogala","Expert"
"MEM0565",0,1945-12-01,1945-12-31,"Zbigniew Janowicz","Expert"
"MEM0135",2,1946-01-01,1946-01-31,"Jan Mujżel","Opposition"
"MEM0214",24,1946-01-01,1946-01-31,"Andrzej Wielowieyski","Opposition"
"MEM0230",0,1946-01-01,1946-01-31,"Tadeusz Zieliński","Opposition"
"MEM0038",0,1946-01-01,1946-01-31,"Wladysław Dobrowolski","Expert"
"MEM0068",0,1946-01-01,1946-01-31,"Jerzy Grzywacz","Expert"
"MEM0164",0,1946-01-01,1946-01-31,"Andrzej Rozmarynowicz","Opposition"
"MEM0210",0,1946-01-01,1946-01-31,"Zofia Wasikowska","Opposition"
"MEM0187",0,1946-01-01,1946-01-31,"Stanisław Stomma","Opposition"
"MEM0163",0,1946-01-01,1946-01-31,"Jan Rosner","Opposition"
"MEM0229",0,1946-01-01,1946-01-31,"Andrzej Ziabicki","Expert"
"MEM0110",0,1946-01-01,1946-01-31,"Władysław J.H. Kunicki-Goldfinger","Opposition"
"MEM0541",0,1946-01-01,1946-01-31,"Jerzy Janicki","Government"
"MEM0363",0,1946-01-01,1946-01-31,"Michał Markowicz","Government"
"MEM0312",3,1946-01-01,1946-01-31,"Antoni Rajkiewicz","Government"
"MEM0416",0,1946-01-01,1946-01-31,"Marian Wojciechowski","Government"
"MEM0240",0,1946-01-01,1946-01-31,"Czesław Kiszczak","Government"
"MEM0241",0,1946-01-01,1946-01-31,"Jan Kostrzewski","Government"
"MEM0403",0,1946-01-01,1946-01-31,"Czesław Królikowski","Government"
"MEM0468",0,1946-01-01,1946-01-31,"Andrzej Wojtczak","Government"
"MEM0505",0,1946-01-01,1946-01-31,"Kazimierz Buchała","Government"
"MEM0485",0,1946-01-01,1946-01-31,"Jerzy Wiatr","Government"
"MEM0526",24,1946-01-01,1946-01-31,"Wojciech Sokolewicz","Government"
"MEM0254",0,1946-01-01,1946-01-31,"Romuald Sosnowski","Government"
"MEM0525",0,1946-01-01,1946-01-31,"Kazimierz Secomski","Government"
"MEM0487",2,1946-01-01,1946-01-31,"Sylwester Zawadzki","Government"
"MEM0567",0,1946-01-01,1946-01-31,"Tomasz Dybowski","Expert"
"MEM0537",0,1946-01-01,1946-01-31,"Stanisław Zajfert","Government"
"MEM0570",0,1946-01-01,1946-01-31,"Jan Rogala","Expert"
"MEM0206",0,1946-01-01,1946-01-31,"Jerzy Turowicz","Opposition"
"MEM0554",0,1946-01-01,1946-01-31,"Włodzimierz Łoziński","Government"
"MEM0565",0,1946-01-01,1946-01-31,"Zbigniew Janowicz","Expert"
"MEM0357",0,1946-01-01,1946-01-31,"Bożena Hager-Małecka","Government"
"MEM0135",2,1946-02-01,1946-02-28,"Jan Mujżel","Opposition"
"MEM0214",24,1946-02-01,1946-02-28,"Andrzej Wielowieyski","Opposition"
"MEM0230",0,1946-02-01,1946-02-28,"Tadeusz Zieliński","Opposition"
"MEM0038",0,1946-02-01,1946-02-28,"Wladysław Dobrowolski","Expert"
"MEM0068",0,1946-02-01,1946-02-28,"Jerzy Grzywacz","Expert"
"MEM0164",0,1946-02-01,1946-02-28,"Andrzej Rozmarynowicz","Opposition"
"MEM0210",0,1946-02-01,1946-02-28,"Zofia Wasikowska","Opposition"
"MEM0187",0,1946-02-01,1946-02-28,"Stanisław Stomma","Opposition"
"MEM0163",0,1946-02-01,1946-02-28,"Jan Rosner","Opposition"
"MEM0229",0,1946-02-01,1946-02-28,"Andrzej Ziabicki","Expert"
"MEM0110",0,1946-02-01,1946-02-28,"Władysław J.H. Kunicki-Goldfinger","Opposition"
"MEM0541",0,1946-02-01,1946-02-28,"Jerzy Janicki","Government"
"MEM0363",0,1946-02-01,1946-02-28,"Michał Markowicz","Government"
"MEM0312",3,1946-02-01,1946-02-28,"Antoni Rajkiewicz","Government"
"MEM0416",0,1946-02-01,1946-02-28,"Marian Wojciechowski","Government"
"MEM0240",0,1946-02-01,1946-02-28,"Czesław Kiszczak","Government"
"MEM0241",0,1946-02-01,1946-02-28,"Jan Kostrzewski","Government"
"MEM0403",0,1946-02-01,1946-02-28,"Czesław Królikowski","Government"
"MEM0468",0,1946-02-01,1946-02-28,"Andrzej Wojtczak","Government"
"MEM0505",0,1946-02-01,1946-02-28,"Kazimierz Buchała","Government"
"MEM0485",0,1946-02-01,1946-02-28,"Jerzy Wiatr","Government"
"MEM0526",24,1946-02-01,1946-02-28,"Wojciech Sokolewicz","Government"
"MEM0254",0,1946-02-01,1946-02-28,"Romuald Sosnowski","Government"
"MEM0525",0,1946-02-01,1946-02-28,"Kazimierz Secomski","Government"
"MEM0487",2,1946-02-01,1946-02-28,"Sylwester Zawadzki","Government"
"MEM0567",0,1946-02-01,1946-02-28,"Tomasz Dybowski","Expert"
"MEM0537",0,1946-02-01,1946-02-28,"Stanisław Zajfert","Government"
"MEM0570",0,1946-02-01,1946-02-28,"Jan Rogala","Expert"
"MEM0206",0,1946-02-01,1946-02-28,"Jerzy Turowicz","Opposition"
"MEM0554",0,1946-02-01,1946-02-28,"Włodzimierz Łoziński","Government"
"MEM0565",0,1946-02-01,1946-02-28,"Zbigniew Janowicz","Expert"
"MEM0357",0,1946-02-01,1946-02-28,"Bożena Hager-Małecka","Government"
"MEM0135",2,1946-03-01,1946-03-31,"Jan Mujżel","Opposition"
"MEM0214",24,1946-03-01,1946-03-31,"Andrzej Wielowieyski","Opposition"
"MEM0230",0,1946-03-01,1946-03-31,"Tadeusz Zieliński","Opposition"
"MEM0038",0,1946-03-01,1946-03-31,"Wladysław Dobrowolski","Expert"
"MEM0068",0,1946-03-01,1946-03-31,"Jerzy Grzywacz","Expert"
"MEM0164",0,1946-03-01,1946-03-31,"Andrzej Rozmarynowicz","Opposition"
"MEM0210",0,1946-03-01,1946-03-31,"Zofia Wasikowska","Opposition"
"MEM0187",0,1946-03-01,1946-03-31,"Stanisław Stomma","Opposition"
"MEM0163",0,1946-03-01,1946-03-31,"Jan Rosner","Opposition"
"MEM0229",0,1946-03-01,1946-03-31,"Andrzej Ziabicki","Expert"
"MEM0110",0,1946-03-01,1946-03-31,"Władysław J.H. Kunicki-Goldfinger","Opposition"
"MEM0541",0,1946-03-01,1946-03-31,"Jerzy Janicki","Government"
"MEM0363",0,1946-03-01,1946-03-31,"Michał Markowicz","Government"
"MEM0312",3,1946-03-01,1946-03-31,"Antoni Rajkiewicz","Government"
"MEM0416",0,1946-03-01,1946-03-31,"Marian Wojciechowski","Government"
"MEM0240",0,1946-03-01,1946-03-31,"Czesław Kiszczak","Government"
"MEM0241",0,1946-03-01,1946-03-31,"Jan Kostrzewski","Government"
"MEM0403",0,1946-03-01,1946-03-31,"Czesław Królikowski","Government"
"MEM0468",0,1946-03-01,1946-03-31,"Andrzej Wojtczak","Government"
"MEM0505",0,1946-03-01,1946-03-31,"Kazimierz Buchała","Government"
"MEM0485",0,1946-03-01,1946-03-31,"Jerzy Wiatr","Government"
"MEM0526",24,1946-03-01,1946-03-31,"Wojciech Sokolewicz","Government"
"MEM0254",0,1946-03-01,1946-03-31,"Romuald Sosnowski","Government"
"MEM0525",0,1946-03-01,1946-03-31,"Kazimierz Secomski","Government"
"MEM0487",2,1946-03-01,1946-03-31,"Sylwester Zawadzki","Government"
"MEM0567",0,1946-03-01,1946-03-31,"Tomasz Dybowski","Expert"
